BSSID,recordDate,latitude,longitude,accuracy,RSSI,ssid,securityType,Channel,frequency,capabilities,totalSurveys,inconsistentLocation,SNR,Estimated_Distance,AP_Load,Congestion_Level,Throughput,Packet_Loss,Latency,Jitter,Optimal_AP,Optimal_Rate,distance_moved,Mobility_Flag,Recovered_From_Disconnect,Avg_Neighbor_RSSI,Avg_Throughput_BSSID,Avg_PacketLoss_BSSID,Fairness_Index,Best_AP_Label,Composite_Score
f4:8c:eb:4f:b0:3d,1970-01-01 00:27:59.146787261,52.2276533333333,-2.74504833333333,7.09999990463257,-87,TALKTALK4FB03D,WPA2,0,2412,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],3,0,3,79.43282347242814,23,175750.0,0.25,100,52795.0,3.55,0,12,0.0,False,False,-79.48069668512721,0.25,100.0,0.4448582420192499,AP24,0.1590149544901596
20:47:ed:2e:43:a3,1970-01-01 00:27:59.146797458,52.2276533333333,-2.74504833333333,7.09999990463257,-92,SKYA9AFD,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,-2,116.59144011798324,15,101250.0,0.0,100,30445.0,7.49,1,150,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP20,0.1376714751934257
70:97:41:07:9b:7d,1970-01-01 00:27:59.146807719,52.22778,-2.74492,11.1000003814697,-67,BT-N6C2ZP,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],20,0,23,17.11328304161781,6,175750.0,6.57,83,52786.5,9.08,0,6,16.57645944379647,True,True,-79.4823019503973,6.57,83.0,0.4448582420192499,AP33,0.22412737602465063
6a:97:41:07:9b:7e,1970-01-01 00:27:59.146807719,52.22778,-2.74492,11.1000003814697,-67,BTWi-fi,OPEN,0,2462,[ESS],25,0,23,17.11328304161781,5,175750.0,7.67,82,52786.0,3.08,0,24,0.0,False,False,-79.4823019503973,7.67,82.0,0.4448582420192499,AP52,0.3473699671284147
fa:cb:ac:91:0e:db,1970-01-01 00:27:59.146833486,52.22778,-2.74492,11.1000003814697,-71,BDC-IOT-EXT,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],9,0,19,23.263050671536263,24,101250.0,1.52,100,30445.0,1.14,1,300,0.0,False,False,-79.48198089734329,1.52,100.0,0.4448582420192499,AP51,0.3397983470952588
f2:cb:ac:91:0e:db,1970-01-01 00:27:59.146833487,52.22778,-2.74492,11.1000003814697,-72,BDC-IOT-INT,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],9,0,18,25.118864315095795,29,101250.0,1.2,100,30445.0,9.21,1,6,0.0,False,False,-79.48190063407978,1.2,100.0,0.4448582420192499,AP27,0.18419344571066631
f6:cb:ac:91:0e:db,1970-01-01 00:27:59.146833487,52.22778,-2.74492,11.1000003814697,-72,Bupa Dental Guest,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],9,0,18,25.118864315095795,10,101250.0,3.27,92,30441.0,7.32,1,300,0.0,False,False,-79.48190063407978,3.27,92.0,0.4448582420192499,AP38,0.2582180395749798
e6:cb:ac:91:0e:db,1970-01-01 00:27:59.146833487,52.22778,-2.74492,11.1000003814697,-73,Bupa Dental Corporate,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],9,0,17,27.12272579332028,25,101250.0,1.31,100,30445.0,6.54,1,54,0.0,False,False,-79.48182037081628,1.31,100.0,0.4448582420192499,AP34,0.23118496899699414
f4:6b:ef:f4:30:92,1970-01-01 00:27:59.146838616,52.22778,-2.74492,11.1000003814697,-69,BTHub4-S6QW,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],10,0,21,19.9526231496888,15,175750.0,2.62,94,52792.0,7.73,0,48,0.0,False,False,-79.48214142387029,2.62,94.0,0.4448582420192499,AP27,0.17914911135088388
18:60:24:d2:11:81,1970-01-01 00:27:59.146843731,52.22778,-2.74492,11.1000003814697,-67,DIRECT-7F-HP ENVY 4520 series,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],9,0,23,17.11328304161781,27,175750.0,1.64,100,52795.0,6.95,0,24,0.0,False,False,-79.4823019503973,1.64,100.0,0.4448582420192499,AP26,0.1760640273813727
18:58:80:98:63:5e,1970-01-01 00:27:59.146843732,52.22778,-2.74492,11.1000003814697,-75,EE-S9C286,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],6,0,15,31.6227766016838,16,101250.0,1.76,100,30445.0,6.73,1,36,0.0,False,False,-79.48165984428927,1.76,100.0,0.4448582420192499,AP33,0.22474370869681728
70:97:41:5e:4c:ca,1970-01-01 00:27:59.146843732,52.22778,-2.74492,11.1000003814697,-77,EE-S9C286,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],6,0,13,36.86945064519576,15,101250.0,1.62,100,30445.0,3.78,1,12,0.0,False,False,-79.48149931776226,1.62,100.0,0.4448582420192499,AP40,0.271363512564792
f4:6b:ef:f4:30:93,1970-01-01 00:27:59.146843732,52.22778,-2.74492,11.1000003814697,-77,BTHub4-S6QW,WPA2,1,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0,13,36.86945064519576,18,25300.0,1.37,100,7660.0,1.37,1,36,0.0,False,False,-79.48149931776226,1.37,100.0,0.4448582420192499,AP57,0.385997061523318
98:42:65:71:3f:81,1970-01-01 00:27:59.146843732,52.22778,-2.74492,11.1000003814697,-89,TALKTALK713F83,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,1,92.61187281287933,25,101250.0,0.08,100,30445.0,4.58,1,18,0.0,False,False,-79.4805361586002,0.08,100.0,0.4448582420192499,AP30,0.20245421981395026
48:d2:4f:17:f0:a1,1970-01-01 00:27:59.146848822,52.22778,-2.74492,11.1000003814697,-72,TALKTALK17F0A3,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],12,0,18,25.118864315095795,10,101250.0,3.27,92,30441.0,2.8,1,300,0.0,False,True,-79.48190063407978,3.27,92.0,0.4448582420192499,AP51,0.34192174327868347
ec:8c:a2:26:b3:09,1970-01-01 00:27:59.146853927,52.22778,-2.74492,11.1000003814697,-75,M2M_IoT,WPA2,0,2467,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,15,31.6227766016838,11,175750.0,2.5,96,52793.0,7.44,0,300,0.0,False,False,-79.48165984428927,2.5,96.0,0.4448582420192499,AP23,0.15778248504418949
48:d2:4f:17:e0:15,1970-01-01 00:27:59.146853927,52.22778,-2.74492,11.1000003814697,-73,Forbury,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0,17,27.12272579332028,21,175750.0,1.55,100,52795.0,4.4,0,36,0.0,False,False,-79.48182037081628,1.55,100.0,0.4448582420192499,AP30,0.20210209047693342
48:d2:4f:17:f0:a0,1970-01-01 00:27:59.146853927,52.22778,-2.74492,11.1000003814697,-61,TALKTALK17F0A3,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],18,0,29,10.7977516232771,24,175750.0,2.32,95,52792.5,8.67,0,48,0.0,False,False,-79.48278352997833,2.32,95.0,0.4448582420192499,AP27,0.1837188492943909
ec:8c:a2:a6:b3:08,1970-01-01 00:27:59.146853927,52.22778,-2.74492,11.1000003814697,-75,_Net18321,WPA2,0,2467,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2,0,15,31.6227766016838,13,175750.0,2.14,98,52794.0,9.92,0,72,0.0,False,False,-79.48165984428927,2.14,98.0,0.4448582420192499,AP15,0.10345840340955718
ec:8c:a2:27:16:19,1970-01-01 00:27:59.146853928,52.22778,-2.74492,11.1000003814697,-79,M2M_IoT,WPA2,0,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,11,42.98662347082277,5,175750.0,3.67,94,52792.0,3.88,0,72,0.0,False,False,-79.48133879123525,3.67,94.0,0.4448582420192499,AP34,0.22548508725414976
20:b0:01:b9:73:63,1970-01-01 00:27:59.146853928,52.22778,-2.74492,11.1000003814697,-90,TNCAPB97363,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,0,100.0,26,175750.0,0.0,100,52795.0,9.59,0,36,0.0,False,False,-79.4804558953367,0.0,100.0,0.4448582420192499,AP5,0.03480347694633409
ec:8c:a2:a7:16:18,1970-01-01 00:27:59.146853928,52.22778,-2.74492,11.1000003814697,-79,_Net18321,WPA2,0,2457,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2,0,11,42.98662347082277,19,175750.0,1.1,100,52795.0,4.85,0,48,0.0,False,False,-79.48133879123525,1.1,100.0,0.4448582420192499,AP25,0.16948061457151695
cc:32:e5:f8:55:37,1970-01-01 00:27:59.146859052,52.22795,-2.74412666666667,11.0,-95,TNCAPBA202D_5GEXT,WPA2,2,5180,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0,-5,146.7799267622069,19,101250.0,0.0,100,30445.0,4.15,0,36,57.24460284161055,True,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP28,0.18931924541262446
2c:39:96:c7:a5:8c,1970-01-01 00:27:59.146864189,52.22795,-2.74412666666667,11.0,-81,BTHub4-5J3R,WPA2,0,2462,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],3,0,9,50.11872336272722,10,175750.0,1.64,100,52795.0,6.22,0,72,0.0,False,False,-79.48117826470825,1.64,100.0,0.4448582420192499,AP21,0.14196349828084365
d4:da:cd:c1:b6:98,1970-01-01 00:27:59.146869336,52.22795,-2.74412666666667,11.0,-66,SKY27E4B,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],7,0,24,15.848931924611133,15,101250.0,3.0,91,30440.5,8.25,1,72,0.0,False,False,-79.48238221366081,3.0,91.0,0.4448582420192499,AP39,0.26172307916563986
d4:da:cd:79:1c:9b,1970-01-01 00:27:59.146869337,52.22795,-2.74412666666667,11.0,-71,SKY27E4B,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0,19,23.263050671536263,21,101250.0,1.73,100,30445.0,9.27,1,18,0.0,False,False,-79.48198089734329,1.73,100.0,0.4448582420192499,AP28,0.19105344854953257
a0:8e:78:47:10:82,1970-01-01 00:27:59.146874469,52.22795,-2.74412666666667,11.0,-65,BTHub4-76HP,WPA2,0,2462,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],12,0,25,14.6779926762207,12,175750.0,3.85,87,52788.5,5.51,0,72,0.0,False,False,-79.48246247692431,3.85,87.0,0.4448582420192499,AP39,0.2630005443322197
a0:8e:78:47:10:83,1970-01-01 00:27:59.146874470,52.22795,-2.74412666666667,11.0,-71,BTHub4-76HP,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],10,0,19,23.263050671536263,25,25300.0,1.46,100,7660.0,9.61,1,6,0.0,False,False,-79.48198089734329,1.46,100.0,0.4448582420192499,AP38,0.25458862805738697
d4:da:cd:79:1c:9e,1970-01-01 00:27:59.146874470,52.22795,-2.74412666666667,11.0,-72,SKY27E4B,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,18,25.118864315095795,25,175750.0,1.38,100,52795.0,4.43,0,12,0.0,False,False,-79.48190063407978,1.38,100.0,0.4448582420192499,AP30,0.20348212550525757
d4:da:cd:c1:b6:9a,1970-01-01 00:27:59.146874470,52.22795,-2.74412666666667,11.0,-71,SKY27E4B,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],8,0,19,23.263050671536263,14,175750.0,2.53,95,52792.5,4.38,0,6,0.0,False,False,-79.48198089734329,2.53,95.0,0.4448582420192499,AP34,0.23096034530648776
1c:43:63:1d:05:cc,1970-01-01 00:27:59.146879631,52.22795,-2.74412666666667,11.0,-52,TALKTALK1D05BB,WPA2,0,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],20,0,38,5.411695265464636,5,175750.0,12.67,67,52778.5,9.08,0,54,0.0,False,False,-79.48350589934986,12.67,67.0,0.4448582420192499,AP55,0.3700964373416162
1c:43:63:1d:05:d0,1970-01-01 00:27:59.146879631,52.22795,-2.74412666666667,11.0,-49,TALKTALK1D05BB,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],14,0,41,4.298662347082277,15,101250.0,5.12,74,30432.0,7.12,1,36,0.0,False,False,-79.48374668914037,5.12,74.0,0.4448582420192499,AP60,0.40375161220422556
e4:3e:d7:3c:92:0c,1970-01-01 00:27:59.146879632,52.22795,-2.74412666666667,11.0,-63,BTHub4-5PF3,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],3,0,27,12.589254117941676,27,175750.0,1.93,100,52795.0,1.25,0,150,0.0,False,False,-79.48262300345132,1.93,100.0,0.4448582420192499,AP44,0.2977254562226109
48:8f:5a:2f:1c:29,1970-01-01 00:27:59.146884791,52.22795,-2.74412666666667,11.0,-79,Air-WiFi-1C24,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,11,42.98662347082277,14,175750.0,1.47,100,52795.0,4.51,0,300,0.0,False,False,-79.48133879123525,1.47,100.0,0.4448582420192499,AP27,0.1789671160756077
48:8f:5a:2f:1c:2a,1970-01-01 00:27:59.146884792,52.22795,-2.74412666666667,11.0,-86,Air-WiFi-1C24-5,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,4,73.56422544596414,6,175750.0,1.14,100,52795.0,3.0,0,36,0.0,False,False,-79.48077694839073,1.14,100.0,0.4448582420192499,AP27,0.18027523707074367
8a:3e:d7:3c:92:0e,1970-01-01 00:27:59.146889977,52.22795,-2.74412666666667,11.0,-59,BTWifi-X,WPA2,0,2437,[WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-CCMP][ESS],11,0,31,9.261187281287937,22,175750.0,2.7,91,52790.5,8.61,0,36,0.0,False,True,-79.48294405650533,2.7,91.0,0.4448582420192499,AP31,0.20549745299067423
00:1c:b3:af:5d:b1,1970-01-01 00:27:59.146889978,52.22795,-2.74412666666667,11.0,-85,Home 5GHz,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,5,68.12920690579611,16,25300.0,0.59,100,7660.0,8.76,1,36,0.0,False,False,-79.48085721165423,0.59,100.0,0.4448582420192499,AP32,0.2152090278526445
8c:19:b5:21:11:61,1970-01-01 00:27:59.146900352,52.228175,-2.738255,9.39999961853027,-71,BTB-9QAR3M,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],17,0,19,23.263050671536263,25,101250.0,1.46,100,30445.0,1.82,1,54,400.69584594178383,True,False,-79.48198089734329,1.46,100.0,0.4448582420192499,AP49,0.3266884239284293
6a:19:b5:21:11:63,1970-01-01 00:27:59.146900353,52.228175,-2.738255,9.39999961853027,-72,BTWifi-X,WPA2,2,5240,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],19,0,18,25.118864315095795,27,101250.0,1.29,100,30445.0,5.23,1,12,0.0,False,False,-79.48190063407978,1.29,100.0,0.4448582420192499,AP38,0.25867314527572544
6a:19:b5:21:11:62,1970-01-01 00:27:59.146900353,52.228175,-2.738255,9.39999961853027,-72,BTWi-fi,OPEN,2,5240,[ESS],17,0,18,25.118864315095795,26,101250.0,1.33,100,30445.0,5.94,1,54,0.0,False,False,-79.48190063407978,1.33,100.0,0.4448582420192499,AP37,0.24586988417706857
78:32:1b:ac:7b:dc,1970-01-01 00:27:59.146905576,52.228175,-2.738255,9.39999961853027,-68,TALKTALKAC7BDC,WPA2,0,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],15,0,22,18.478497974222908,27,175750.0,1.57,100,52795.0,7.82,0,54,0.0,False,False,-79.4822216871338,1.57,100.0,0.4448582420192499,AP23,0.15594800338943418
b4:de:31:6e:3d:4b,1970-01-01 00:27:59.146905576,52.228175,-2.738255,9.39999961853027,-78,Guest-WiFi,OPEN,1,5500,[ESS],4,0,12,39.81071705534973,25,25300.0,0.92,100,7660.0,7.53,1,24,0.0,False,False,-79.48141905449876,0.92,100.0,0.4448582420192499,AP39,0.26464164759824926
b4:de:31:6e:3d:4f,1970-01-01 00:27:59.146905577,52.228175,-2.738255,9.39999961853027,-80,Arrow,WPA2,1,5500,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,10,46.4158883361278,23,25300.0,0.83,100,7660.0,6.54,1,150,0.0,False,False,-79.48125852797175,0.83,100.0,0.4448582420192499,AP41,0.2753962639817918
b4:de:31:6e:3d:4e,1970-01-01 00:27:59.146905577,52.228175,-2.738255,9.39999961853027,-81,GovWifi,WPA2,1,5500,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0,9,50.11872336272722,12,25300.0,1.38,100,7660.0,3.56,1,150,0.0,False,False,-79.48117826470825,1.38,100.0,0.4448582420192499,AP49,0.3319222855532646
dc:ef:09:ee:bb:7a,1970-01-01 00:27:59.146910847,52.228175,-2.738255,9.39999961853027,-47,CobbAmos,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],10,0,43,3.686945064519575,17,175750.0,4.78,74,52782.0,6.66,0,48,0.0,False,False,-79.48390721566739,4.78,74.0,0.4448582420192499,AP51,0.3453594814438654
c0:06:c3:80:63:9f,1970-01-01 00:27:59.146910847,52.228175,-2.738255,9.39999961853027,-73,BazNet-DB-2.4ghz_5G,WPA2,2,5240,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25,0,17,27.12272579332028,14,101250.0,2.27,97,30443.5,9.87,1,18,0.0,False,False,-79.48182037081628,2.27,97.0,0.4448582420192499,AP28,0.1857368499130457
7c:77:16:9d:fd:52,1970-01-01 00:27:59.146910855,52.228175,-2.738255,9.39999961853027,-96,Squirrel_3JUW,WPA2,2,5280,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],1,0,-6,158.48931924611142,17,101250.0,0.0,100,30445.0,9.31,0,300,0.0,False,False,-79.47997431575568,0.0,100.0,0.4448582420192499,AP13,0.09036232931285125
6a:19:b5:6b:10:62,1970-01-01 00:27:59.146916100,52.228175,-2.738255,9.39999961853027,-56,BTWi-fi,OPEN,2,5180,[ESS],15,0,34,7.356422544596413,9,101250.0,6.8,75,30432.5,6.68,1,6,0.0,False,True,-79.48318484629586,6.8,75.0,0.4448582420192499,AP60,0.39992840648984185
8c:19:b5:6b:10:61,1970-01-01 00:27:59.146916100,52.228175,-2.738255,9.39999961853027,-55,BT-ZFC7TQ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],11,0,35,6.812920690579613,10,101250.0,6.36,75,30432.5,6.82,1,300,0.0,False,False,-79.48326510955935,6.36,75.0,0.4448582420192499,AP59,0.39694341689706264
6a:19:b5:6b:10:63,1970-01-01 00:27:59.146916100,52.228175,-2.738255,9.39999961853027,-55,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],15,0,35,6.812920690579613,26,101250.0,2.59,91,30440.5,8.47,1,300,0.0,False,False,-79.48326510955935,2.59,91.0,0.4448582420192499,AP43,0.2915288788206746
78:c5:7d:74:f5:f1,1970-01-01 00:27:59.146916101,52.228175,-2.738255,9.39999961853027,-75,Squirrel_TP24,WPA2,1,2422,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],7,0,15,31.6227766016838,18,25300.0,1.58,100,7660.0,6.3,1,36,0.0,False,False,-79.48165984428927,1.58,100.0,0.4448582420192499,AP45,0.3033141433252864
78:c5:7d:74:f5:f2,1970-01-01 00:27:59.146916102,52.228175,-2.738255,9.39999961853027,-75,Squirrel_TP24,WPA2,2,5520,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],7,0,15,31.6227766016838,20,101250.0,1.43,100,30445.0,7.79,1,300,0.0,False,False,-79.48165984428927,1.43,100.0,0.4448582420192499,AP30,0.2022687609088845
28:87:ba:82:fa:08,1970-01-01 00:27:59.146916102,52.228175,-2.738255,9.39999961853027,-78,Air_FA06_5G,WPA2,2,5220,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0,12,39.81071705534973,23,101250.0,1.0,100,30445.0,4.2,1,18,0.0,False,False,-79.48141905449876,1.0,100.0,0.4448582420192499,AP38,0.25483862497568155
a2:b5:3c:29:36:e4,1970-01-01 00:27:59.146916103,52.228175,-2.738255,9.39999961853027,-81,TNCAP2936DC,WPA2,2,5500,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,9,50.11872336272722,24,101250.0,0.72,100,30445.0,8.1,1,72,0.0,False,False,-79.48117826470825,0.72,100.0,0.4448582420192499,AP25,0.16999811177436722
18:9c:5d:96:fd:50,1970-01-01 00:27:59.146916105,52.228175,-2.738255,9.39999961853027,-87,BTOpenzone,OPEN,0,2462,[ESS],1,0,3,79.43282347242814,14,175750.0,0.4,100,52795.0,6.11,0,48,0.0,False,False,-79.48069668512721,0.4,100.0,0.4448582420192499,AP17,0.11290087351834453
cc:33:bb:f6:b1:58,1970-01-01 00:27:59.146916105,52.228175,-2.738255,9.39999961853027,-86,BTHub4-2TX8,WPA2,0,2412,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],1,0,4,73.56422544596414,18,175750.0,0.42,100,52795.0,7.02,0,6,0.0,False,False,-79.48077694839073,0.42,100.0,0.4448582420192499,AP15,0.09962282573545599
cc:33:bb:f6:b1:5d,1970-01-01 00:27:59.146916106,52.228175,-2.738255,9.39999961853027,-91,BTWifi-X,WPA2,0,2412,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0,-1,107.97751623277094,13,175750.0,0.0,100,52795.0,5.72,0,72,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP15,0.10306878306878305
72:19:b5:6b:10:63,1970-01-01 00:27:59.146921357,52.228175,-2.738255,9.39999961853027,-59,BTWi-fi,OPEN,0,2412,[ESS],16,0,31,9.261187281287937,13,175750.0,4.43,82,52786.0,5.45,0,36,0.0,False,True,-79.48294405650533,4.43,82.0,0.4448582420192499,AP45,0.30275611158447263
8c:19:b5:6b:10:62,1970-01-01 00:27:59.146921357,52.228175,-2.738255,9.39999961853027,-59,BT-ZFC7TQ,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],15,0,31,9.261187281287937,27,175750.0,2.21,96,52793.0,8.46,0,6,0.0,False,False,-79.48294405650533,2.21,96.0,0.4448582420192499,AP28,0.1908149337539717
34:8a:ae:84:dc:36,1970-01-01 00:27:59.146921357,52.228175,-2.738255,9.39999961853027,-61,BTHub4-KP6P,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],6,0,29,10.7977516232771,5,175750.0,9.67,76,52783.0,4.22,0,6,0.0,False,False,-79.48278352997833,9.67,76.0,0.4448582420192499,AP57,0.37979388854702867
34:8a:ae:84:dc:37,1970-01-01 00:27:59.146921358,52.228175,-2.738255,9.39999961853027,-72,BTHub4-KP6P,WPA2,1,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0,18,25.118864315095795,8,25300.0,4.0,90,7655.0,1.81,1,72,0.0,False,False,-79.48190063407978,4.0,90.0,0.4448582420192499,AP66,0.4440029009167347
44:fe:3b:20:c9:84,1970-01-01 00:27:59.146921358,52.228175,-2.738255,9.39999961853027,-70,BT-ZFC7TQ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],13,0,20,21.544346900318832,19,101250.0,2.0,99,30444.5,2.43,1,48,0.0,False,False,-79.48206116060679,2.0,99.0,0.4448582420192499,AP49,0.3260965494761255
28:87:ba:82:fa:06,1970-01-01 00:27:59.146921359,52.228175,-2.738255,9.39999961853027,-77,Air_FA06,WPA2,0,2452,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,13,36.86945064519576,14,175750.0,1.73,100,52795.0,2.39,0,6,0.0,False,False,-79.48149931776226,1.73,100.0,0.4448582420192499,AP34,0.2272708622449957
62:e5:32:3f:e5:26,1970-01-01 00:27:59.146921360,52.228175,-2.738255,9.39999961853027,-78,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],6,0,12,39.81071705534973,20,101250.0,1.14,100,30445.0,1.38,1,6,0.0,False,False,-79.48141905449876,1.14,100.0,0.4448582420192499,AP46,0.30826795187112327
8a:5a:85:52:38:1e,1970-01-01 00:27:59.146921360,52.228175,-2.738255,9.39999961853027,-78,DIRECT-MBUX 39892,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,12,39.81071705534973,12,175750.0,1.85,100,52795.0,5.92,0,300,0.0,False,False,-79.48141905449876,1.85,100.0,0.4448582420192499,AP24,0.15953379247888155
8a:5a:85:42:38:1e,1970-01-01 00:27:59.146921360,52.228175,-2.738255,9.39999961853027,-85,DIRECT-MBUX 39892,WPA2,2,5765,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,5,68.12920690579611,13,101250.0,0.71,100,30445.0,8.99,1,72,0.0,False,False,-79.48085721165423,0.71,100.0,0.4448582420192499,AP21,0.13982496635364214
cc:33:bb:f6:b1:59,1970-01-01 00:27:59.146921360,52.228175,-2.738255,9.39999961853027,-86,BTHub4-2TX8,WPA2,1,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,4,73.56422544596414,28,25300.0,0.28,100,7660.0,3.79,1,150,0.0,False,False,-79.48077694839073,0.28,100.0,0.4448582420192499,AP45,0.3011718297119063
18:e8:29:a1:ec:25,1970-01-01 00:27:59.146921361,52.228175,-2.738255,9.39999961853027,-91,01568,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,-1,107.97751623277094,5,175750.0,0.0,100,52795.0,5.69,0,72,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP15,0.10362433862433862
d4:3d:f3:8e:84:02,1970-01-01 00:27:59.146921361,52.228175,-2.738255,9.39999961853027,-91,Zyxel_8401,WPA2,2,5260,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],1,0,-1,107.97751623277094,18,101250.0,0.0,100,30445.0,6.15,1,150,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP25,0.16588765055245822
